IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.24.28.127,181,203,193,0
104.25.200.163,182,201,193,0
104.25.238.133,188,199,193,0
104.22.14.193,182,220,193,0
104.25.225.101,180,208,193,0
172.67.7.175,182,209,193,0
104.24.186.194,183,218,193,0
104.20.252.90,187,197,193,0
172.67.38.192,180,204,193,0
104.24.56.170,177,209,193,0
104.20.231.176,181,199,193,0
104.20.240.135,186,201,193,0
104.20.155.210,181,210,193,0
104.27.32.1,184,203,193,0
104.20.57.224,180,208,194,0
104.20.239.123,182,200,194,0
104.24.92.246,185,201,194,0
104.25.130.115,186,208,194,0
104.27.90.166,186,203,194,0
104.27.63.140,182,211,194,0
104.22.76.244,185,204,194,0
104.20.156.96,190,198,194,0
172.65.174.194,188,200,194,0
104.25.51.215,180,209,194,0
104.19.248.116,187,212,194,0
104.20.36.253,186,198,194,0
104.20.67.222,186,208,194,0
172.67.79.218,182,211,194,0
104.27.102.151,181,210,194,0
104.20.105.234,184,202,194,0
104.22.44.0,190,198,194,0
104.20.43.236,183,200,194,0
104.25.157.226,182,211,194,0
104.25.38.200,181,200,194,0
104.25.154.108,185,211,194,0
104.25.159.28,182,216,194,0
104.20.249.2,182,206,194,0
172.67.21.184,180,216,194,0
104.20.79.53,180,200,194,0
162.251.82.1,174,221,194,0
172.64.228.43,178,202,194,0
104.24.177.114,183,209,194,0
104.16.32.225,174,263,194,0
104.24.173.231,184,200,194,0
104.24.178.55,183,201,194,0
104.24.66.236,178,211,194,0
104.19.19.143,183,213,194,0
104.16.116.178,186,207,194,0
104.27.33.59,182,206,194,0
104.24.183.104,183,210,194,0
104.27.3.97,182,208,194,0
104.24.222.19,184,200,194,0
104.20.90.117,187,200,194,0
104.24.22.189,184,200,194,0
104.26.6.8,179,212,194,0
104.24.144.241,183,206,194,0
104.24.89.89,190,200,194,0
104.18.171.214,175,243,194,0
104.27.21.234,179,207,194,0
104.24.94.28,180,202,194,0
104.20.209.114,179,206,194,0
104.24.230.116,186,204,194,0
104.20.143.64,183,201,194,0
172.67.103.132,181,205,194,0
104.27.193.192,184,209,194,0
104.25.104.247,184,208,194,0
104.22.13.74,180,203,194,0
172.67.125.97,185,209,194,0
104.19.98.133,185,208,194,0
104.17.93.237,179,225,194,0
104.25.187.101,182,200,194,0
104.20.228.121,183,208,194,0
104.25.63.96,181,207,195,0
104.18.214.184,172,268,195,0
104.20.6.111,183,207,195,0
172.67.6.241,184,212,195,0
104.24.161.97,179,203,195,0
104.23.130.227,182,207,195,0
172.67.27.1,184,208,195,0
104.25.1.245,182,201,195,0
172.64.49.116,175,281,195,0
104.27.12.253,179,206,195,0
172.64.50.84,187,206,195,0
104.24.185.55,185,211,195,0
104.16.184.160,177,259,195,0
104.17.77.91,178,238,195,0
104.27.119.28,182,217,195,0
104.20.230.167,188,202,195,0
104.22.20.157,185,203,195,0
104.24.254.255,185,234,195,0
104.25.199.25,188,202,195,0
104.24.31.11,183,205,195,0
172.67.77.209,186,199,195,0
104.20.154.37,182,201,195,0
104.24.16.124,189,207,195,0
104.27.56.91,182,216,195,0
104.24.79.83,182,220,195,0
104.24.32.197,180,228,195,0
104.27.202.28,188,200,195,0
104.25.103.26,181,208,195,0
104.20.179.225,181,219,195,0
104.17.45.144,177,235,195,0
172.67.95.95,186,204,195,0
104.22.28.218,184,204,195,0
104.22.75.28,182,218,195,0
104.23.122.195,183,204,195,0
104.25.3.230,188,202,195,0
104.27.2.176,183,203,195,0
104.25.253.196,186,205,195,0
104.26.0.68,184,201,195,0
172.67.57.56,188,204,195,0
104.22.47.238,182,206,195,0
104.25.150.77,186,201,195,0
104.20.162.135,185,211,195,0
104.20.72.108,184,206,195,0
104.18.67.32,175,260,195,0
104.25.189.2,181,219,195,0
104.22.22.38,188,207,195,0
104.20.245.21,190,201,195,0
104.24.160.91,183,205,195,0
104.25.145.150,189,205,195,0
104.20.184.21,186,204,195,0
104.22.10.226,181,206,195,0
104.23.121.103,187,202,195,0
104.25.84.147,183,205,195,0
104.24.12.215,180,209,195,0
